Room Number,Category,Family,Type,Quantity,Commissioning planned date,Type of room,Area,מסמכים סופקו
P3015,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,corridor,21.02,??
P3016,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,smoke lobby,13.86,??
P3016,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P3016,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P3016,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P3016,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P3017,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P3017,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P3017,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P3017,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P3018,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,storage,18.69,??
P3018,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,storage,18.69,??
P3018,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,18.69,??
P3020,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,stairs,23.49,??
P3021,Electrical Fixtures,Frame_Socket,Normal x2,6,25-May-25,storage,62.57,??
P3021,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,storage,62.57,??
P3021,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,3,25-May-25,storage,62.57,??
P3021,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,6,25-May-25,storage,62.57,??
P3021,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,3,25-May-25,storage,62.57,??
P3022,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,25-May-25,plumbing shaft,6.68,??
P3022,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,plumbing shaft,6.68,??
P3027,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,25-May-25,electricity shaft,4.34,??
P3027,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,4.34,??
P3044,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,TECHNICAL ROOM,18.92,??
P3044,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,18.92,??
P3044,Mechanical Equipment,AW 1000,AW 1000,1,25-May-25,TECHNICAL ROOM,18.92,??
P3044,Mechanical Equipment,Electrical cabinet,Electrical cabinet,1,25-May-25,TECHNICAL ROOM,18.92,??
P3046,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service room,6.45,??
P3047,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,two-story pump room,50.18,??
P3047,Electrical Fixtures,Frame_Socket,Normal x3,1,25-May-25,two-story pump room,50.18,??
P3047,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,two-story pump room,50.18,??
P3048,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,two-story pump room,50.34,??
P3048,Electrical Fixtures,Frame_Socket,Normal x3,1,25-May-25,two-story pump room,50.34,??
P3048,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,two-story pump room,50.34,??
P3052,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,storage,14.82,??
P3052,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,storage,14.82,??
P3052,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,14.82,??
P3053,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P3053,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P3053,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P3053,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P3059,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service,10.12,??
P3059,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,service,10.12,??
P3061,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,25-May-25,electricity cabinet,6.68,??
P3061,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity cabinet,6.68,??
P3063,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service zone,19.2,??
P3063,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,service zone,19.2,??
P3063,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,service zone,19.2,??
P3063,Mechanical Equipment,AWSQ 450,AWSQ 450,1,25-May-25,service zone,19.2,??
P3064,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,32.05,??
P3064,Electrical Fixtures,Frame_Socket,1 AC GEN,2,25-May-25,it /security room,32.05,??
P3064,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,it /security room,32.05,??
P3064,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,32.05,??
P3064,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,32.05,??
P3064,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,25-May-25,it /security room,32.05,??
P3064,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,32.05,??
P3066,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,1,25-May-25,LSS/FMS room,8.91,??
P3066,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,LSS/FMS room,8.91,??
P3066,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,LSS/FMS room,8.91,??
P3066,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,LSS/FMS room,8.91,??
P3066,Mechanical Equipment,AWSQ 450,AWSQ 450,1,25-May-25,LSS/FMS room,8.91,??
P3067,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,1,25-May-25,toilets,7.56,??
P3067,Electrical Fixtures,Detector Presence,Presence WC LM detector Mov,1,25-May-25,toilets,7.56,??
P3067,Electrical Fixtures,Frame_Socket,Normal x2 WP,1,25-May-25,toilets,7.56,??
P3067,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,3,25-May-25,toilets,7.56,??
P3067,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,toilets,7.56,??
P3067,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,toilets,7.56,??
P3068,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 UPS,1,25-May-25,electricity cabinet,2.4,??
P3068,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity cabinet,2.4,??
P3077,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service zone (fire),9.89,??
P3077,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,2,25-May-25,service zone (fire),9.89,??
P3079,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.92,??
P3079,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,corridor,7.92,??
P3079,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,2,25-May-25,corridor,7.92,??
P3080,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,SERVICE ROOM,7.29,??
P3082,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,29.38,??
P3082,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,1,25-May-25,corridor,29.38,??
P3082,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,corridor,29.38,??
P3082,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,corridor,29.38,??
P3082,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,3,25-May-25,corridor,29.38,??
P3084,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,Systems room,9.55,??
P3084,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,Systems room,9.55,??
P3085,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,corridor,44.94,??
P3085,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,44.94,??
P3085,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,corridor,44.94,??
P3085,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,7,25-May-25,corridor,44.94,??
P3085,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,3,25-May-25,corridor,44.94,??
P3086,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,25-May-25,electricity shaft,5.04,??
P3086,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,5.04,??
P3087,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.85,??
P3087,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,corridor,7.85,??
P3087,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,2,25-May-25,corridor,7.85,??
P3087,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,7.85,??
P3088,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.84,??
P3088,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,corridor,7.84,??
P3088,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,2,25-May-25,corridor,7.84,??
P3088,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,7.84,??
P3092,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,stairs fire lobby,16.65,??
P3092,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,stairs fire lobby,16.65,??
P3092,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,151 24h,5,25-May-25,stairs fire lobby,16.65,??
P3092,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,600 24h,1,25-May-25,stairs fire lobby,16.65,??
P3093,Electrical Fixtures,M_Junction Boxes - W,W,2,25-May-25,storage,18.87,??
P3093,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,storage,18.87,??
P3093,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,storage,18.87,??
P3093,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,18.87,??
P3095,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,2,25-May-25,disable w.c,3.98,??
P3099,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,storage,21.92,??
P3099,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,storage,21.92,??
P3099,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,21.92,??
P3100,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,storage,14.82,??
P3100,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,storage,14.82,??
P3100,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,14.82,??
P3101,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,TECHNICAL ROOM,19.52,??
P3101,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,TECHNICAL ROOM,19.52,??
